Dialogue,Character,Label
"Sounds like them critters is in trouble!  Hold on, fellas! I'll be there soon, as soon as I send these critters to their doom!  ♪Look out, germs. The end is here, Your days are numbered, 'cause Sandy's here! I'll get these germs, and make 'em pay, with some good old fashioned ka-rah-tay.♪ Hi-yah! ♪If I borrow some elements from the periodic table I can mix up a brew that is sure to disable any virus, bug, or sniffle that steps into my path. And make them feel my mi-cro-sco-pic wrath!♪ Hi-yah!",not spongebob,0
"Well, shall we continue on with the rest of the tour?",not spongebob,0
Y'all head out without me.,not spongebob,0
"Well then, good luck. Have fun. We'll see you at dinner.  Your friend Sandy certainly is an excitable one.",not spongebob,0
Quite.,spongebob,1
Somehow I knew I'd get stuck with you yahoo's the longest.,not spongebob,0
"♪Oh, what a beautiful sight! Weapons as far as the eye can see. But which one will be right for me? How do I pick? Which one will do the trick? Which is best to guarantee eternal rest? So many weapons! How do I choose? Look at this one with a beautiful fuse! And with this one I couldn't lose. That one will surely give them the blues... And this one here matches my shoes!♪  Come on, Plankton, just pick one and forget about your shoes! Eeny, meeny, minie moe, I pick you, now let's go!",not spongebob,0
This stuff is wonderful and all but when are we going to see some real Atlantean culture?,not spongebob,0
Gentlemen? What is art?,not spongebob,0
"Oh, oh, I know, I know!",spongebob,1
I thought you'd never ask! Art is the conscious arrangement of elements in a manner that affects a sense of beauty.,not spongebob,0
Not even close!  Art is what happens when you learn to dream.  Go ahead. Dream a little.,not spongebob,0
It looks like my front door!,spongebob,1
Behold! The Hall of Arts!,not spongebob,0
Incredible!  The creativity! The artistry!  This painting is so realistic! It looks like you could step straight into it.,not spongebob,0
And you can!,not spongebob,0
Whoa!,spongebob,1
"This place is amazing!  ♪Isn't this great, isn't this neat, I'm a living work of art from my head to my feet! From the very first drawings on walls in caves, art has been what the heart and soul craves! So pick up a brush, a pencil or pen. If you don't like this one, paint it again! From now on please call me Sir Real. I can wait for your impression to congeal. Take it from an undersea renaissance man. I'd even look great on the side of your van! Any way you carve it, I am art and art is me. Ask your mama or your dada to tell you about the uh, schism. Between minimalism and cubism. My personality may be of the cynical type. But I've finally found something that lives up to the hype. I can say honestly and with great certainty, that Atlantis is where I want to spend eternity!♪",not spongebob,0
"Hey, can you not sing? I'm trying to model here.",not spongebob,0
Now hold on Nando. Why don't you take five. I'm really diggin' this squid's form.,not spongebob,0
Looks like I'll be here inspiring these Atlantean art makers with my beauty. You guys go on ahead!,not spongebob,0
"Okay. Bye, Squidward!",spongebob,1
Now this section of town is known for its advances in the science of fondue cooking.,not spongebob,0
"Excuse me, sir, this tour has been great and all, but uh, can we see the bubble now?",spongebob,1
"Do excuse me. Most folks don't stay with the tour this long. Of course you can. First, remember this. This bubble is over one million years old. It was brought here when the first Atlanteans colonized this place. Deftly hand carried over billions of light years from our home planet. It is our people's most beloved and treasured ancient relic. But most importantly remember to have fun!",not spongebob,0
There it is Patrick!,spongebob,1
The World's Oldest Living Bubble!,not spongebob,0
"Look at it, Patrick! So ancient, so floaty. It is the most beautiful, wrinkled up, dusty old bubble I've ever seen!",spongebob,1
Like a delicate air raisin!,not spongebob,0
"Now if you'll excuse me, I have to make ready for tonight's dinner. So I'm just going to leave you two friendly strangers alone with our most beloved ancient and fragile Atlantean relic. Join us in the dining hall when you've had an eye-full!",not spongebob,0
"Thank you, Mr. Lord Royal Highness, sir.  Just look at it, Patrick. Ah the stories this bubble could tell. I just wish we could get a closer look.  Patrick! Get the--",spongebob,1
"Oh, golly! Oh, I don't know how much longer I can hold this!",not spongebob,0
"Whoo, that was a close one buddy!",spongebob,1
Yeah! We almost popped the most prized possession of all Atlantis-eans!,not spongebob,0
"Boy, that would have been out greatest blunder without a doubt! But we should go before something bad does happen.",spongebob,1
Ooh! Let's get a picture for our scrapbooks before we leave.,not spongebob,0
"Great idea, Patrick!",spongebob,1
Cheese!,not spongebob,0
"Patrick, did you hear something?",spongebob,1
A sort of a popping sound?,not spongebob,0
Mmm-hmm.,spongebob,1
"So sorry I'm late. The tour ran a little long. So, how are you all enjoying our beloved city?",not spongebob,0
I'm never leaving this place. I've learned more about painting in a few hours here than I did in four years of community college.,not spongebob,0
"Absolutely marvelous! And Eugene, I assume the hall of treasure was everything you hoped for?  And Sandra, how did you find our laboratory?",not spongebob,0
They are just amazing! I used your invention room to make this!,not spongebob,0
Splendid. What does it do?,not spongebob,0
I'll show you.  Now I can eat underwater without removing my helmet! This is just the beginning! I should have a cure for the common cold up and running by tomorrow afternoon with your high-tech lab!,not spongebob,0
"SpongeBob, Patrick, tell me. How did you enjoy our rarest and most prized possession?",not spongebob,0
We have to go back to Bikini Bottom now!,spongebob,1
Huh?,not spongebob,0
Ahahaha! Come. Enjoy the best Atlantean cuisine has to offer before you leave.,not spongebob,0
What is wrong with you two morons?,not spongebob,0
We have to go home now!,spongebob,1
Why would you want to leave a paradise like Atlantis?,not spongebob,0
"Because, uh, Gary misses me?",spongebob,1
We destroyed your most prized possession!,not spongebob,0
"Ahahaha! If there's one thing we Atlanteans enjoy, it's a healthy dose of dark humor!",not spongebob,0
"It's not a joke, we burst the bubble!",spongebob,1
Haha. That's not the real bubble. It's just a prop for the tourists. This is the real deal.,not spongebob,0
Ooh!,not spongebob,0
Summon the Atlantean Royal Guard!  Seize these hostile bubble poppers!,not spongebob,0
Don't just stand there! Move!,not spongebob,0
Can't you go any faster Sandy?,not spongebob,0
"Maybe, if y'all use your feet!",not spongebob,0
Never mind! Just keep doing what you're doing!,not spongebob,0
"Come on, Patrick!",not spongebob,0
That tickles!,spongebob,1
"Hang in there, little buddy!",not spongebob,0
Don't let them get away!,not spongebob,0
"This is the end of patchy. No water, no food, and still no Encino. And here come the vultures the pick me bones!  Shiver me timbers! It's Potty! I wonder what parrot tastes like... Come back here! Uh-oh. Here come the hallucinations.",not spongebob,0
"Patchy, it's me. SpongeBob SquarePants.  Don't lose hope. Everything will be all right when you get to Encino.",spongebob,1
"But, Encino is gone.",not spongebob,0
"It's not gone, if you believe.",spongebob,1
"Believe, believe.  Welcome to Encino! It's back!  SpongeBob was right! All I had to do was believe.",not spongebob,0
Ohh! Ohh!,not spongebob,0
"Ow! Ow! It was all a hallucination. Encino's still gone!  Oooooo, a sandwich. Potty, you're a lifesaver.  Ohhhhhhhhhhhhhhhhhhhh! Oh, Potty, you know I don't like mayo!  Here, you want some? Go on. Take it. You know, I don't like the mayonnaise, you know. You know, when it gets above 130, 135, it gets kind of grody, you know.",not spongebob,0
"Cower to me, fools! I have commandeered the most powerful weapon in the Atlantean arsenal! Now bow before the new king of Atlantis and prepare to taste my wrath!  Yeah! Huh? Uh, uh I mean, uh, prepare to taste my wrath!  Oh, you!  Prepare to taste my wrath!",not spongebob,0
Launch sequence deployed!,not spongebob,0
Plankton's wrath tastes like ice cream.,not spongebob,0
"Thanks, Plankton!",not spongebob,0
Ice cream? It shoots ice cream?!?  Oversized ice cream maker!  Yah! Ouch! Ow!,not spongebob,0
Look! A talking speck! This talking speck will make a fantastic  replacement for our recently deflated national treasure!   Won't you little fella?,not spongebob,0
I'll destroy all of you--,not spongebob,0
Amazing! This is so much better than that dusty old bubble!,not spongebob,0
You haven't seen the last of me! When I get out of here I'll hunt you all down like a pack of--  Hey! Can't you read?  No flash photography!,not spongebob,0
So nice to meet you all. I hope you have a safe journey back home. And do come back any time.,not spongebob,0
So long. And thanks for the tour.,spongebob,1
Dispose of this quickly. We can't survive anymore visitors like these.,not spongebob,0
"Sir, yes, sir!",not spongebob,0
I thought sponges were supposed to make life easier.,not spongebob,0
"♪Goodbye, Atlantis. But we really have to go. Back to a little town, that is the greatest place I know-oh-oh-oh-oh! Back to Bikini Bottom! I can hardly wait!♪",spongebob,1
♪But what about the treasure? It was really great!♪,not spongebob,0
♪I love Bikini Bottom! It's where my Gary is!♪,spongebob,1
♪But Atlantis had that science stuff at which I was a whiz!♪,not spongebob,0
♪Soon I'll see the Krusty Krab. Where I'm happily employed!♪,spongebob,1
♪But Atlantis had the oldest bubble which I cruelly destroyed!♪,not spongebob,0
♪You can't beat Bikini Bottom! No place is so nice!♪,spongebob,1
"♪But Atlantis was a fabulous, artistic paradise!♪",not spongebob,0
"♪Sorry, Squidward. But it's the end of our Atlantean vacation!♪",spongebob,1
♪And back to my depressing life of quiet desperation.♪,not spongebob,0
"♪Goodbye, Atlantis. We're Bikini Bottom bound!♪",spongebob,1
♪Please turn this bus around!♪,not spongebob,0
♪We had our fun!♪,spongebob,1
♪We sure did!♪,not spongebob,0
♪But now we're done.♪,spongebob,1
♪And I'm bummed.♪,not spongebob,0
♪We're on our way!♪,spongebob,1
♪Can't we stay?♪,not spongebob,0
♪So now we say goodbye!♪,spongebob,1
I think I'm gonna cry!,not spongebob,0
Me too!,not spongebob,0
"♪Goodbye, Atlantis. We're Bikini Bottom bound. There's no place like home!♪",spongebob,1
There's no place like Atlantis!,not spongebob,0
♪I can't wait to get home.♪,spongebob,1
I don't wanna go back!,not spongebob,0
♪We're Bikini Bottom bound!♪,spongebob,1
Please don't make us leave!,not spongebob,0
♪We're Bikini Bottom bound!♪,spongebob,1
Stop saying that!,not spongebob,0
♪I even love the sound!♪,spongebob,1
♪Goodbye Atlantis!♪,not spongebob,0
♪Bikini Bottom is the greatest place to be! I can--♪,spongebob,1
♪Goodbye Atlantis!♪,not spongebob,0
"Pretty good story, eh, kids?  I found Encino.  But, it's all tiny. Somebody must have...",not spongebob,0
"Sorry, sir. Our son Norbluckfive was messing with his shrink-a-tron again.",not spongebob,0
"No, no, no, no! I want Encino full size again! There's no place like home. There's no place like home.",not spongebob,0
"Okay, hand it over, Norbluckfive.  We'll fix your town, Beardy.",not spongebob,0
"Beardy?  Well, Look's like everything's back to the right size, eh, Potty?  Potty?",not spongebob,0
Burrrrrrrrrrrrrrrrrr!,not spongebob,0
"Ow! Well, kids, I'm a little busy right now, but, be sure to come back real soon for more of your old pal Patchy. Ow! And more SpongeBob SquarePants. Potty, will you get off of me!",not spongebob,0
"Oh, boy! Jellyfishing. I can't wait! Can you, Patrick?  Patrick? Patrick?",spongebob,1
